text,intent
kenapa banyak member monthly yang berhenti berlangganan,FAKTOR_CHURN
hello,GREETING
bagaimana jumlah tiket secara keseluruhan minggu lalu,METRIK_OVERVIEW
AI apa yang digunakan untuk prediksi,MODEL_INFO
please sebutkan pemicu off tertinggi,FAKTOR_CHURN
paparkan tingkat adopsi fitur untuk pelanggan C-0006,ANALISIS_PELANGGAN
bagaimana NPS secara keseluruhan ini,METRIK_OVERVIEW
teknik model ML untuk hengkang,MODEL_INFO
uraikan risk score untuk subscriber C-0300,ANALISIS_PELANGGAN
user dengan total tagihan tinggi yang mau off,VIP_RISK
bagaimana model ML cabut,MODEL_INFO
evolusi tidak aktif lagi plan enterprise gimana,TREN_CHURN
kelompok pelanggan mana yang paling berhenti,SEGMEN_ANALISIS
berapa klien kontrak annual yang mau cabut,JUMLAH_RISIKO_TINGGI
bagaimana historis berhenti berlangganan bulan lalu,TREN_CHURN
upaya untuk akun yang total billed-nya rendah,STRATEGI_RETENSI
bagaimana teknologi memprediksi,MODEL_INFO
subscriber klien kakap mana yang mau tidak aktif lagi,VIP_RISK
kasih tau kebijakan biar tidak perpanjang turun,STRATEGI_RETENSI
bagaimana dunning count mempengaruhi tidak perpanjang,FAKTOR_CHURN
hai,GREETING
bagaimana cara kerja machine learning prediksi putus kontrak,MODEL_INFO
compose pesan follow up untuk customer pelanggan utama yang mau keluar,DRAF_EMAIL
tolong ketikkan surat untuk user C-0650,DRAF_EMAIL
kontrak monthly mana yang paling tidak lanjut,SEGMEN_ANALISIS
bisa cek pelanggan big client yang mau kabur,VIP_RISK
inisiatif untuk pelanggan yang tenure-nya rendah,STRATEGI_RETENSI
member premium dengan NPS rendah siapa,VIP_RISK
bagaimana pembayaran terlambat mempengaruhi cabut,FAKTOR_CHURN
churn probability berbeda antar kelompok pelanggan,SEGMEN_ANALISIS
bagaimana pergerakan mundur minggu lalu,TREN_CHURN
akun dengan total tagihan tinggi yang mau hengkang,VIP_RISK
kerjakan pesan diskon follow up untuk pelanggan C-0005,DRAF_EMAIL
berikan late payment untuk member C-0550,ANALISIS_PELANGGAN
bagaimana days since login keseluruhan bulan ini,METRIK_OVERVIEW
met malam,GREETING
berapa banyak klien kontrak semi-annual yang mau tidak lanjut,JUMLAH_RISIKO_TINGGI
snapshot metrik,METRIK_OVERVIEW
sinyal awal nasabah akan putus kontrak,FAKTOR_CHURN
evolusi keluar rate kuartal lalu,TREN_CHURN
perbandingan berhenti berlangganan antar,SEGMEN_ANALISIS
bagaimana teknologi hengkang,MODEL_INFO
compose pesan follow up untuk pelanggan C-0002,DRAF_EMAIL
buatkan draf teks penawaran untuk konsumen C-0800,DRAF_EMAIL
cek jumlah dunning untuk subscriber C-0008,ANALISIS_PELANGGAN
bagaimana skor kepuasan berbeda antar segmen,SEGMEN_ANALISIS
susunkan draf draf pesan untuk user C-0650,DRAF_EMAIL
apa hubungan feature adoption dengan risiko berhenti berlangganan,FAKTOR_CHURN
member enterprise dengan feature adoption rendah siapa,VIP_RISK
selamat bot,GREETING
fluktuasi tidak perpanjang rate 90 hari terakhir,TREN_CHURN
siapa pengguna yang paling rugi kalau mundur,VIP_RISK
jumlah akun kontrak monthly yang mau off,JUMLAH_RISIKO_TINGGI
keluar tiap kelompok klien,SEGMEN_ANALISIS
berapa total user churn ini,METRIK_OVERVIEW
analisis nilai kontrak untuk pengguna C-0005,ANALISIS_PELANGGAN
paparkan tenure untuk konsumen C-0047,ANALISIS_PELANGGAN
tanda tanda nasabah mau putus kontrak,FAKTOR_CHURN
please ketikkan pesan promosi untuk konsumen C-0150,DRAF_EMAIL
teknik model ML hengkang,MODEL_INFO
nilai kontrak secara keseluruhan pekan ini,METRIK_OVERVIEW
kenapa customer plan enterprise banyak yang tidak aktif lagi,FAKTOR_CHURN
list akun VIP yang probabilitas putus kontrak-nya tinggi,VIP_RISK
apakah total billed berkorelasi dengan berhenti berlangganan,FAKTOR_CHURN
inisiatif untuk pelanggan yang revenue-nya rendah,STRATEGI_RETENSI
pola mundur rate 90 hari terakhir,TREN_CHURN
rekap metrik resign,METRIK_OVERVIEW
halo bot,GREETING
dong cek pelanggan top account yang mau kabur,VIP_RISK
pelanggan pelanggan utama dengan pemakaian bulanan rendah siapa,VIP_RISK
seberapa banyak pengguna kontrak annual yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
pagi,GREETING
kondisi member ini gimana,METRIK_OVERVIEW
grafik tidak aktif lagi rate bulan lalu,TREN_CHURN
evolusi berhenti rate bulan lalu,TREN_CHURN
fluktuasi tidak aktif lagi plan basic gimana,TREN_CHURN
bagaimana banyak tiket support secara keseluruhan hari ini,METRIK_OVERVIEW
cek feature adoption untuk pelanggan C-0100,ANALISIS_PELANGGAN
sistem cerdas apa yang digunakan untuk prediksi keluar,MODEL_INFO
bagaimana pergerakan keluar hari ini,TREN_CHURN
mana user premium yang perlu segera ditangani,VIP_RISK
kolom terakhir login mana yang paling penting untuk prediksi cabut,FAKTOR_CHURN
member pelanggan prioritas dengan ticket count rendah siapa,VIP_RISK
statistik tidak lanjut rate minggu lalu,TREN_CHURN
list pelanggan pelanggan prioritas yang probabilitas hengkang-nya tinggi,VIP_RISK
paparkan keterlambatan bayar untuk pengguna C-0010,ANALISIS_PELANGGAN
kebijakan untuk member yang dunning count-nya rendah,STRATEGI_RETENSI
sajikan tingkat adopsi fitur untuk pengguna C-0004,ANALISIS_PELANGGAN
siapkankan draf pesan diskon untuk pengguna C-0004,DRAF_EMAIL
bikinkan draf surat elektronik untuk konsumen C-0250,DRAF_EMAIL
berapa akun kontrak bulanan yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
ciri ciri nasabah yang akan berhenti itu apa,FAKTOR_CHURN
tes bot,GREETING
tampilkan metrik utama lalu,METRIK_OVERVIEW
premium mana yang paling banyak perpanjang,SEGMEN_ANALISIS
berapa pengguna baru kuartal lalu,METRIK_OVERVIEW
berikan rekap kuartal lalu,METRIK_OVERVIEW
rekomendasi supaya user tidak cancel,STRATEGI_RETENSI
kolom apa dipakai AI untuk prediksi putus kontrak,MODEL_INFO
analisis unsubscribe berdasarkan paket tahunan,SEGMEN_ANALISIS
jumlah pengguna kontrak triwulan yang mau cancel,JUMLAH_RISIKO_TINGGI
teknik algoritma berhenti,MODEL_INFO
diminta sebutkan pemicu hengkang tertinggi,FAKTOR_CHURN
halo semua,GREETING
perlihatkan profil user C-0075,ANALISIS_PELANGGAN
bagaimana historis cabut minggu ini,TREN_CHURN
ada berapa pengguna kontrak annual yang mau mundur,JUMLAH_RISIKO_TINGGI
jumlah klien kontrak triwulan yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
berapa banyak klien kontrak bulanan yang mau putus kontrak,JUMLAH_RISIKO_TINGGI
evolusi cabut rate tahun ini,TREN_CHURN
bagaimana cara kerja machine learning prediksi unsubscribe,MODEL_INFO
bagaimana sistem prediksi memprediksi perpanjang,MODEL_INFO
please tuliskan draf pesan penawaran untuk klien,DRAF_EMAIL
daftarkan pengguna VIP yang mau resign,VIP_RISK
daftarkan pengguna big client yang mau mundur,VIP_RISK
siapa member klien kakap yang berisiko hengkang,VIP_RISK
kebijakan untuk nasabah yang lama berlangganan-nya rendah,STRATEGI_RETENSI
teknik deep learning untuk,MODEL_INFO
historis berhenti rate hari ini,TREN_CHURN
seberapa banyak klien kontrak tahunan yang mau cabut,JUMLAH_RISIKO_TINGGI
kelompok customer mana yang paling putus,SEGMEN_ANALISIS
berapa pelanggan kontrak kuartalan yang mau keluar,JUMLAH_RISIKO_TINGGI
kenapa akun plan professional banyak yang resign,FAKTOR_CHURN
subscriber enterprise mana yang mau mundur,VIP_RISK
upaya mempertahankan konsumen plan premium,STRATEGI_RETENSI
update kondisi subscriber,METRIK_OVERVIEW
statistik tidak perpanjang rate semester ini,TREN_CHURN
hitungan klien kontrak bulanan yang mau hengkang,JUMLAH_RISIKO_TINGGI
assalamualaikum,GREETING
chart resign untuk kontrak triwulan,TREN_CHURN
apa elemen utama putus kontrak,FAKTOR_CHURN
inisiatif untuk customer yang nilai kontrak-nya rendah,STRATEGI_RETENSI
kenapa customer mundur,FAKTOR_CHURN
bagaimana lama berlangganan secara keseluruhan ini,METRIK_OVERVIEW
assalamualaikum,GREETING
fluktuasi mundur untuk kontrak kuartalan,TREN_CHURN
kenapa pelanggan plan basic banyak yang off,FAKTOR_CHURN
analisis hengkang berdasarkan kelompok pelanggan,SEGMEN_ANALISIS
teknik teknologi untuk mundur,MODEL_INFO
off antar enterprise,SEGMEN_ANALISIS
uraikan dunning count untuk pengguna C-0075,ANALISIS_PELANGGAN
apakah off naik atau turun pekan ini,TREN_CHURN
upaya untuk pelanggan yang tenure-nya rendah,STRATEGI_RETENSI
user pelanggan prioritas dengan probabilitas churn rendah siapa,VIP_RISK
berapa total member kontrak monthly yang mau tidak lanjut,JUMLAH_RISIKO_TINGGI
teknik untuk klien yang usage-nya rendah,STRATEGI_RETENSI
bagaimana fluktuasi berhenti berlangganan tahun ini,TREN_CHURN
hitung user kontrak tahunan yang mau resign,JUMLAH_RISIKO_TINGGI
bagaimana metode mencegah tidak lanjut,STRATEGI_RETENSI
pagi,GREETING
apa elemen utama berhenti berlangganan,FAKTOR_CHURN
total user plan basic yang berisiko tinggi,JUMLAH_RISIKO_TINGGI
halo mbak,GREETING
berapa nasabah kontrak semi-annual yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
bagaimana tenure secara keseluruhan pekan,METRIK_OVERVIEW
bagaimana metode mencegah tidak aktif lagi,STRATEGI_RETENSI
paket kuartalan apa yang aman dari off,SEGMEN_ANALISIS
menu apa saja tersedia,GREETING
susun pesan diskon khusus untuk customer pelanggan besar,DRAF_EMAIL
pemicu mana yang paling mempengaruhi berhenti,FAKTOR_CHURN
hai bot,GREETING
bagaimana model memprediksi,MODEL_INFO
bagaimana lama berlangganan dari subscriber C-0300,ANALISIS_PELANGGAN
berapa total nasabah churn 90 hari terakhir,METRIK_OVERVIEW
analisis berhenti berlangganan berdasarkan tahunan,SEGMEN_ANALISIS
ada berapa pelanggan yang mau berhenti,JUMLAH_RISIKO_TINGGI
perbandingan putus antar paket tahunan,SEGMEN_ANALISIS
kenapa banyak nasabah triwulan yang cabut,FAKTOR_CHURN
cara menjaga nasabah agar tidak cabut,STRATEGI_RETENSI
siapa customer top account yang berisiko berhenti,VIP_RISK
breakdown tidak per tier,SEGMEN_ANALISIS
draftkankan draf pesan retensi untuk user C-0850,DRAF_EMAIL
tanda tanda user mau off,FAKTOR_CHURN
buka tingkat adopsi fitur untuk pelanggan C-0450,ANALISIS_PELANGGAN
kolom yang dipakai model ML untuk prediksi off,MODEL_INFO
list konsumen VIP yang probabilitas tidak perpanjang-nya tinggi,VIP_RISK
buatkankan draf surat elektronik untuk konsumen C-0400,DRAF_EMAIL
langkah untuk pelanggan yang total tagihan-nya rendah,STRATEGI_RETENSI
mana yang lebih banyak antara kontrak annual,SEGMEN_ANALISIS
seberapa banyak pengguna kontrak kuartalan yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
analisis jumlah dunning untuk customer C-0500,ANALISIS_PELANGGAN
alasan dominan tidak aktif lagi apa,FAKTOR_CHURN
klien mana yang paling cancel,SEGMEN_ANALISIS
pergerakan angka keluar kuartal ini,TREN_CHURN
dinamika resign plan starter gimana,TREN_CHURN
hai copilot,GREETING
kelompok pengguna mana yang paling,SEGMEN_ANALISIS
rekomendasi untuk akun yang lama berlangganan-nya rendah,STRATEGI_RETENSI
hai semuanya,GREETING
berapa banyak pelanggan kontrak kuartalan yang mau mundur,JUMLAH_RISIKO_TINGGI
buat surat follow up untuk customer C-0450,DRAF_EMAIL
berapa klien yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
berikan overview dashboard minggu ini,METRIK_OVERVIEW
cs copilot,GREETING
statistik resign rate bulan ini,TREN_CHURN
jumlah konsumen kontrak kuartalan yang mau cabut,JUMLAH_RISIKO_TINGGI
inisiatif untuk subscriber yang days since login-nya rendah,STRATEGI_RETENSI
evolusi cancel rate minggu ini,TREN_CHURN
solusi untuk subscriber yang pendapatan-nya rendah,STRATEGI_RETENSI
tampilkan churn probability untuk nasabah C-0004,ANALISIS_PELANGGAN
apa hubungan revenue dengan risiko tidak aktif lagi,FAKTOR_CHURN
uraikan NPS untuk member C-0550,ANALISIS_PELANGGAN
lihat pemakaian bulanan untuk pelanggan C-0350,ANALISIS_PELANGGAN
upaya untuk klien yang total tagihan-nya rendah,STRATEGI_RETENSI
breakdown per kategori,SEGMEN_ANALISIS
perkembangan berhenti rate kuartal ini,TREN_CHURN
seberapa banyak pengguna kontrak kuartalan yang mau off,JUMLAH_RISIKO_TINGGI
bagaimana net promoter score berbeda antar paket bulanan,SEGMEN_ANALISIS
kondisi pelanggan bulan lalu,METRIK_OVERVIEW
cek dunning count untuk pengguna C-0700,ANALISIS_PELANGGAN
bagaimana perkembangan off minggu lalu,TREN_CHURN
bagaimana fluktuasi keluar tahun lalu,TREN_CHURN
rencana untuk akun yang banyak tiket support-nya rendah,STRATEGI_RETENSI
bagaimana keterlambatan bayar berbeda antar paket kuartalan,SEGMEN_ANALISIS
hai,GREETING
buka ticket count untuk konsumen C-0030,ANALISIS_PELANGGAN
sore copilot,GREETING
compose surat untuk akun top account yang mau unsubscribe,DRAF_EMAIL
mana yang lebih banyak mundur antara kelompok,SEGMEN_ANALISIS
bagaimana evolusi cabut kuartal lalu,TREN_CHURN
jumlah member yang terancam hengkang,JUMLAH_RISIKO_TINGGI
apa sih yang bikin subscriber berhenti berlangganan,FAKTOR_CHURN
kolom apa yang dipakai model prediksi untuk prediksi berhenti,MODEL_INFO
diminta ketikkan pesan retensi untuk akun C-0800,DRAF_EMAIL
bagaimana cara kerja deep learning prediksi,MODEL_INFO
bagaimana cara algoritma prediksi hengkang,MODEL_INFO
rencana mempertahankan klien plan professional,STRATEGI_RETENSI
bagaimana chart tidak aktif lagi minggu ini,TREN_CHURN
apa pola pelanggan yang berhenti berlangganan di plan basic,FAKTOR_CHURN
persentase berhenti berlangganan tiap user,SEGMEN_ANALISIS
konsumen pelanggan utama mana yang mau unsubscribe,VIP_RISK
berikan ikhtisar dashboard 30 terakhir,METRIK_OVERVIEW
bagaimana probabilitas churn berbeda antar starter,SEGMEN_ANALISIS
compose pesan diskon untuk klien pelanggan besar yang mau keluar,DRAF_EMAIL
dong ketikkan pesan promosi untuk nasabah C-0800,DRAF_EMAIL
AI apa yang digunakan untuk prediksi,MODEL_INFO
hitung konsumen kontrak tahunan yang mau cabut,JUMLAH_RISIKO_TINGGI
tren churn untuk kontrak bulanan,TREN_CHURN
list customer big client yang probabilitas tidak lanjut-nya tinggi,VIP_RISK
breakdown unsubscribe premium,SEGMEN_ANALISIS
ada berapa member yang mau resign,JUMLAH_RISIKO_TINGGI
berapa total klien yang mau resign,JUMLAH_RISIKO_TINGGI
diminta ketikkan teks penawaran untuk customer C-0600,DRAF_EMAIL
berikan metrik utama tahun ini,METRIK_OVERVIEW
deep learning apa yang digunakan untuk prediksi tidak perpanjang,MODEL_INFO
deep learning memprediksi mundur,MODEL_INFO
kolom apa yang dipakai model ML prediksi keluar,MODEL_INFO
customer high value dengan lama berlangganan rendah siapa,VIP_RISK
tanda tanda pengguna mau churn,FAKTOR_CHURN
uraikan lama berlangganan untuk akun C-0075,ANALISIS_PELANGGAN
kategori apa yang paling aman dari berhenti,SEGMEN_ANALISIS
assalamualaikum,GREETING
tips untuk akun yang NPS-nya rendah,STRATEGI_RETENSI
inisiatif untuk user yang banyak tiket support-nya rendah,STRATEGI_RETENSI
tolong cek konsumen pelanggan prioritas yang mau kabur,VIP_RISK
rekomendasi untuk member yang banyak tiket support-nya rendah,STRATEGI_RETENSI
berikan ringkasan dashboard ini,METRIK_OVERVIEW
AI apa yang digunakan prediksi keluar,MODEL_INFO
berhenti berlangganan tiap kelompok user,SEGMEN_ANALISIS
cek tenure untuk customer C-0300,ANALISIS_PELANGGAN
bagaimana cara deep learning prediksi tidak aktif lagi,MODEL_INFO
pendekatan untuk akun yang keterlambatan bayar-nya rendah,STRATEGI_RETENSI
apa pola nasabah yang churn di plan professional,FAKTOR_CHURN
tolong ketik pesan diskon penawaran untuk pengguna,DRAF_EMAIL
member revenue tertinggi dengan feature adoption rendah siapa,VIP_RISK
bagaimana tingkat fitur secara keseluruhan minggu lalu,METRIK_OVERVIEW
konsumen premium mana yang mau keluar,VIP_RISK
pengguna premium dengan skor risiko rendah siapa,VIP_RISK
susun teks penawaran follow up untuk klien C-0005,DRAF_EMAIL
kenapa konsumen plan basic banyak yang tidak perpanjang,FAKTOR_CHURN
compose email untuk akun pelanggan utama yang mau hengkang,DRAF_EMAIL
siapa customer enterprise yang berisiko resign,VIP_RISK
berapa user kontrak kuartalan yang mau cabut,JUMLAH_RISIKO_TINGGI
berapa pelanggan baru minggu lalu,METRIK_OVERVIEW
analisis putus kontrak berdasarkan,SEGMEN_ANALISIS
bagaimana grafik mundur 30 hari terakhir,TREN_CHURN
lihat lama berlangganan untuk akun C-0010,ANALISIS_PELANGGAN
bikin notifikasi follow up untuk subscriber C-0700,DRAF_EMAIL
mana yang lebih banyak off antara,SEGMEN_ANALISIS
deep learning apa yang digunakan prediksi unsubscribe,MODEL_INFO
composekan surat follow up untuk pengguna C-0002,DRAF_EMAIL
kolom apa yang dipakai model untuk prediksi putus kontrak,MODEL_INFO
rencana untuk member yang banyak tiket support-nya rendah,STRATEGI_RETENSI
donk sebutkan pemicu tidak lanjut tertinggi,FAKTOR_CHURN
ciri ciri akun yang akan keluar itu apa,FAKTOR_CHURN
model apa yang digunakan untuk prediksi hengkang,MODEL_INFO
apa sih yang bikin pengguna tidak aktif lagi,FAKTOR_CHURN
bagaimana status pengguna C-0006,ANALISIS_PELANGGAN
siapa user akun strategis yang berisiko tidak lanjut,VIP_RISK
sajikan tenure untuk akun C-0750,ANALISIS_PELANGGAN
berapa banyak customer kontrak triwulan yang mau mundur,JUMLAH_RISIKO_TINGGI
kolom apa yang dipakai neural network untuk prediksi perpanjang,MODEL_INFO
hitungan akun kontrak tahunan yang mau mundur,JUMLAH_RISIKO_TINGGI
met pagi,GREETING
mana lebih banyak berhenti berlangganan antara paket bulanan,SEGMEN_ANALISIS
overview metrik tidak aktif lagi,METRIK_OVERVIEW
parameter apa saja yang menyebabkan putus kontrak,FAKTOR_CHURN
chart tidak aktif lagi rate bulan ini,TREN_CHURN
eh bot,GREETING
statistik cabut rate hari ini,TREN_CHURN
bantu cek subscriber enterprise yang mau kabur,VIP_RISK
malam,GREETING
berikan overview dashboard ini,METRIK_OVERVIEW
berapa total klien plan starter yang berisiko tinggi,JUMLAH_RISIKO_TINGGI
pendekatan untuk konsumen yang churn probability-nya rendah,STRATEGI_RETENSI
halo selamat,GREETING
kenapa pelanggan plan professional banyak yang berhenti berlangganan,FAKTOR_CHURN
kelompok pelanggan mana paling banyak keluar,SEGMEN_ANALISIS
compose pesan follow up untuk user akun strategis yang mau tidak perpanjang,DRAF_EMAIL
list pengguna pelanggan utama yang probabilitas berhenti-nya tinggi,VIP_RISK
breakdown berhenti per tier,SEGMEN_ANALISIS
draftkan teks penawaran follow up untuk konsumen C-0050,DRAF_EMAIL
bagaimana risk score secara keseluruhan tahun lalu,METRIK_OVERVIEW
apakah angka tidak perpanjang kita membaik minggu ini,TREN_CHURN
bagaimana secara keseluruhan bulan ini,METRIK_OVERVIEW
tuliskankan draf surat elektronik untuk user C-0600,DRAF_EMAIL
bagaimana memenangkan kembali nasabah yang hampir tidak lanjut,STRATEGI_RETENSI
draftkankan draf draf pesan untuk member C-0950,DRAF_EMAIL
member high value dengan revenue rendah siapa,VIP_RISK
tuliskankan draf teks penawaran untuk pelanggan C-0047,DRAF_EMAIL
bagaimana banyak tiket support berbeda antar paket,SEGMEN_ANALISIS
siapa member pelanggan besar yang berisiko putus kontrak,VIP_RISK
hai copilot,GREETING
berapa jumlah user kontrak tahunan yang mau putus kontrak,JUMLAH_RISIKO_TINGGI
analisis churn probability untuk customer C-0005,ANALISIS_PELANGGAN
hitung klien yang mau churn,JUMLAH_RISIKO_TINGGI
kolom apa yang dipakai sistem cerdas untuk prediksi churn,MODEL_INFO
berikan rangkuman dashboard minggu,METRIK_OVERVIEW
list subscriber pelanggan besar yang probabilitas off-nya tinggi,VIP_RISK
berhenti tiap kelompok akun,SEGMEN_ANALISIS
langkah untuk user yang revenue-nya rendah,STRATEGI_RETENSI
bagaimana nilai kontrak berbeda antar,SEGMEN_ANALISIS
teknik untuk nasabah yang risk score-nya rendah,STRATEGI_RETENSI
performa model prediksi mundur,MODEL_INFO
bagaimana kerja teknologi prediksi resign,MODEL_INFO
bagaimana jumlah tiket secara keseluruhan ini,METRIK_OVERVIEW
selamat pagi,GREETING
cek revenue untuk konsumen C-0100,ANALISIS_PELANGGAN
susunkan surat penawaran buat C-0099,DRAF_EMAIL
bagaimana revenue berbeda antar enterprise,SEGMEN_ANALISIS
kenapa banyak user annual yang resign,FAKTOR_CHURN
siapa konsumen high value yang berisiko hengkang,VIP_RISK
akurasi AI prediksi berapa,MODEL_INFO
buat pesan diskon follow up untuk user C-0006,DRAF_EMAIL
dinamika keluar rate tahun ini,TREN_CHURN
subscriber klien kakap dengan days since login rendah siapa,VIP_RISK
bagaimana model prediksi berhenti,MODEL_INFO
perubahan tidak perpanjang rate kuartal lalu,TREN_CHURN
daftarkan pengguna klien kakap yang mau tidak lanjut,VIP_RISK
kolom apa yang dipakai sistem prediksi untuk off,MODEL_INFO
statistik mundur plan starter gimana,TREN_CHURN
compose surat elektronik follow up untuk klien C-0175,DRAF_EMAIL
periksa net promoter score untuk klien C-0008,ANALISIS_PELANGGAN
ada di,GREETING
seberapa banyak member kontrak annual yang mau hengkang,JUMLAH_RISIKO_TINGGI
AI apa yang digunakan prediksi hengkang,MODEL_INFO
grafik hengkang rate minggu ini,TREN_CHURN
bagaimana perkembangan mundur kuartal ini,TREN_CHURN
berapa user kontrak tahunan yang mau cancel,JUMLAH_RISIKO_TINGGI
kolom skor kepuasan mana yang paling penting untuk prediksi cabut,FAKTOR_CHURN
bagaimana teknologi memprediksi cabut,MODEL_INFO
berapa akun yang net promoter score-nya buruk,JUMLAH_RISIKO_TINGGI
perkembangan cabut plan professional gimana,TREN_CHURN
composekan pesan diskon follow up untuk akun C-0012,DRAF_EMAIL
bagaimana jumlah dunning berbeda antar,SEGMEN_ANALISIS
kolom skor kepuasan mana yang paling penting untuk prediksi tidak perpanjang,FAKTOR_CHURN
rekomendasi mempertahankan pelanggan plan starter,STRATEGI_RETENSI
analisis tidak aktif lagi berdasarkan professional,SEGMEN_ANALISIS
evolusi hengkang rate 90 hari terakhir,TREN_CHURN
pelanggan mana yang paling tidak aktif lagi,SEGMEN_ANALISIS
statistik tidak lanjut bulan lalu,TREN_CHURN
diminta ketikkan pesan diskon untuk nasabah C-0010,DRAF_EMAIL
bagaimana sistem cerdas memprediksi kontrak,MODEL_INFO
premium mana yang paling banyak putus kontrak,SEGMEN_ANALISIS
kolom yang dipakai sistem AI untuk prediksi mundur,MODEL_INFO
model ML apa yang digunakan untuk prediksi keluar,MODEL_INFO
bagaimana skor risiko secara keseluruhan kuartal lalu,METRIK_OVERVIEW
coba buatkan email penawaran untuk nasabah,DRAF_EMAIL
kolom apa yang dipakai model untuk prediksi berhenti,MODEL_INFO
tindakan untuk nasabah yang risk score-nya rendah,STRATEGI_RETENSI
analisis resign berdasarkan enterprise,SEGMEN_ANALISIS
akun top account mana yang mau putus kontrak,VIP_RISK
jabarkan pendapatan untuk klien C-1000,ANALISIS_PELANGGAN
tolong ketikkan pesan diskon untuk customer C-0025,DRAF_EMAIL
kebijakan untuk klien yang NPS-nya rendah,STRATEGI_RETENSI
paket apa yang paling aman dari off,SEGMEN_ANALISIS
kebijakan untuk pelanggan yang jumlah dunning-nya rendah,STRATEGI_RETENSI
berapa total nasabah churn minggu ini,METRIK_OVERVIEW
apa pola pelanggan yang churn di plan enterprise,FAKTOR_CHURN
kenapa banyak pelanggan monthly yang cabut,FAKTOR_CHURN
ketik draf pesan follow up untuk klien C-0100,DRAF_EMAIL
composekankan draf surat untuk subscriber C-0150,DRAF_EMAIL
bagaimana perkembangan mundur minggu ini,TREN_CHURN
berapa total user kontrak triwulan yang mau hengkang,JUMLAH_RISIKO_TINGGI
bisa sebutkan pemicu berhenti tertinggi,FAKTOR_CHURN
apakah hari sejak login berkorelasi dengan berhenti berlangganan,FAKTOR_CHURN
apa solusi untuk konsumen dengan NPS rendah,STRATEGI_RETENSI
mana yang lebih banyak off antara kontrak triwulan,SEGMEN_ANALISIS
chart putus kontrak rate hari ini,TREN_CHURN
chart grafik putus kontrak,TREN_CHURN
berapa klien yang mau berhenti,JUMLAH_RISIKO_TINGGI
bagaimana dinamika tidak lanjut hari ini,TREN_CHURN
buat pesan retensi follow up untuk klien C-0120,DRAF_EMAIL
kasih tau churn probability untuk nasabah C-0100,ANALISIS_PELANGGAN
malam,GREETING
uraikan skor kepuasan untuk subscriber C-0750,ANALISIS_PELANGGAN
berapa member yang probabilitas hengkang-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
pagi bot,GREETING
tampilkan revenue untuk klien C-0175,ANALISIS_PELANGGAN
berapa total pengguna churn tahun ini,METRIK_OVERVIEW
starter mana yang paling banyak,SEGMEN_ANALISIS
berapa banyak konsumen kontrak semi-annual yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
kolom yang dipakai sistem cerdas untuk prediksi putus kontrak,MODEL_INFO
hai copilot,GREETING
apa pola pelanggan yang cabut di plan enterprise,FAKTOR_CHURN
dinamika tidak aktif lagi untuk kontrak monthly,TREN_CHURN
apa pola user yang cabut di plan basic,FAKTOR_CHURN
teknik cerdas untuk tidak aktif lagi,MODEL_INFO
bagaimana cara kerja deep prediksi keluar,MODEL_INFO
performa teknologi prediksi,MODEL_INFO
lihat perubahan pembatalan 60 hari terakhir,TREN_CHURN
breakdown resign per professional,SEGMEN_ANALISIS
performa teknologi prediksi off,MODEL_INFO
akun pelanggan prioritas dengan NPS rendah siapa,VIP_RISK
halo mas,GREETING
bagaimana algoritma memprediksi putus kontrak,MODEL_INFO
pola hengkang untuk kontrak semi-annual,TREN_CHURN
kondisi subscriber tahun lalu,METRIK_OVERVIEW
rekomendasi untuk akun yang feature adoption-nya rendah,STRATEGI_RETENSI
apa hubungan jumlah tiket dengan risiko hengkang,FAKTOR_CHURN
grafik cancel untuk kontrak annual,TREN_CHURN
jumlah pelanggan yang probabilitas off-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
bagaimana model prediksi memprediksi tidak lanjut,MODEL_INFO
total member yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
berapa klien kontrak triwulan yang mau mundur,JUMLAH_RISIKO_TINGGI
tunjukkan keterlambatan bayar untuk nasabah C-0015,ANALISIS_PELANGGAN
program untuk klien yang nilai kontrak-nya rendah,STRATEGI_RETENSI
kontrak triwulan apa yang aman dari hengkang,SEGMEN_ANALISIS
kebijakan supaya klien tidak cancel,STRATEGI_RETENSI
daftarkan akun pelanggan prioritas yang mau berhenti berlangganan,VIP_RISK
kelompok akun mana paling keluar,SEGMEN_ANALISIS
bagaimana AI memprediksi putus kontrak,MODEL_INFO
metrik utama hari ini,METRIK_OVERVIEW
seberapa banyak nasabah kontrak triwulan yang mau keluar,JUMLAH_RISIKO_TINGGI
distribusi resign per plan,SEGMEN_ANALISIS
berapa klien kontrak annual yang mau cancel,JUMLAH_RISIKO_TINGGI
lihat perubahan pembatalan semester ini,TREN_CHURN
jabarkan late payment untuk user C-0400,ANALISIS_PELANGGAN
mana yang lebih berhenti berlangganan antara kategori,SEGMEN_ANALISIS
ping,GREETING
